genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Action,Call of Duty®: Black Ops,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",39.99,False,Very Positive,81.0,2010,0
Adventure,Back to the Future: The Game,['Single-player'],19.99,False,Very Positive,74.0,2010,1
Action,Grand Theft Auto III,"['Single-player', 'Partial Controller Support']",9.99,False,Very Positive,93.0,2002,0
Action,Grand Theft Auto: San Andreas,['Single-player'],14.99,False,Very Positive,93.0,2005,0
Action,Grand Theft Auto: Vice City,"['Single-player', 'Partial Controller Support']",9.99,False,Very Positive,94.0,2003,0
Action,Zeit²,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Mostly Positive,72.0,2011,0
Action,A.R.E.S.: Extinction Agenda,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,Mostly Positive,68.0,2011,0
Action,APOX,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,False,Mostly Negative,48.0,2011,0
Action,Dead Space™ 2,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Very Positive,87.0,2011,0
Adventure,Kaptain Brawe: A Brawe New World,['Single-player'],4.99,False,Mostly Positive,69.0,2011,1
Action,Monday Night Combat,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",4.99,False,Very Positive,82.0,2011,0
Simulation,The Sims™ 3,['Single-player'],19.99,False,Very Positive,86.0,2009,8
Simulation,The Sims™ 3 World Adventures,"['Single-player', 'Downloadable Content']",19.99,False,Positive,81.0,2009,8
Simulation,The Sims™ 3 Late Night,"['Single-player', 'Downloadable Content']",19.99,False,Very Positive,74.0,2010,8
Simulation,The Sims™ 3 Ambitions,"['Single-player', 'Downloadable Content']",19.99,False,Positive,74.0,2010,8
Action,Who's That Flying?!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Mostly Positive,76.0,2011,0
RPG,Two Worlds II HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",19.99,False,Mixed,76.0,2011,6
Racing,Test Drive Unlimited 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",19.99,False,Mixed,72.0,2011,7
RPG,DUNGEONS - Steam Special Edition,['Single-player'],9.99,False,Mixed,65.0,2011,6
Strategy,RISK™: Factions,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Mostly Positive,77.0,2011,10
Action,Homefront,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,False,Mixed,70.0,2011,0
Casual,Fate of the World,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,70.0,2011,2
Action,Shadow Harvest: Phantom Ops,"['Single-player', 'Steam Cloud']",9.99,False,Mostly Negative,34.0,2011,0
Action,Anomaly: Warzone Earth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,80.0,2011,0
Strategy,Armada 2526,"['Single-player', 'Shared/Split Screen']",14.99,False,Mixed,66.0,2010,10
Strategy,Darkest Hour: A Hearts of Iron Game,"['Single-player', 'Multi-player']",9.99,False,Very Positive,81.0,2011,10
Action,Dino D-Day,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",9.99,False,Very Positive,53.0,2011,0
Strategy,Patrician IV: Rise of a Dynasty,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",9.99,False,Mixed,67.0,2011,10
Action,Portal 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",19.99,False,Overwhelmingly Positive,95.0,2011,0
Action,Sanctum,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,70.0,2011,0
Indie,Frozen Synapse,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",24.99,False,Very Positive,85.0,2011,4
Action,Hunted: The Demon’s Forge™,"['Partial Controller Support', 'Steam Cloud']",4.99,False,Mixed,61.0,2011,0
Adventure,Hamilton's Great Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mostly Positive,77.0,2011,1
Simulation,The Sims™ 3 Generations,"['Single-player', 'Downloadable Content']",19.99,False,Positive,70.0,2011,8
Action,Ghostbusters: Sanctum of Slime Challenge Pack DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",1.99,False,,43.0,2011,0
Adventure,Still Life 2,['Single-player'],7.99,False,Mixed,67.0,2009,1
Adventure,Still Life,['Single-player'],7.99,False,Very Positive,75.0,2005,1
Action,Dungeon Siege III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",14.99,False,Mixed,72.0,2011,0
Action,Duke Nukem Forever,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Mixed,54.0,2011,0
Strategy,Magic: The Gathering - Duels of the Planeswalkers 2012,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Very Positive,77.0,2011,10
Indie,Solar 2,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Very Positive,72.0,2011,4
Action,F.E.A.R. 3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Mostly Positive,74.0,2011,0
Adventure,Puzzle Agent 2,"['Single-player', 'Steam Achievements']",9.99,False,Very Positive,63.0,2011,1
Action,Tobe's Vertical Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,Mostly Positive,75.0,2011,0
Adventure,Runespell: Overture,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Mostly Positive,69.0,2011,1
Simulation,Tropico 4,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Very Positive,78.0,2011,8
Action,EDGE,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Very Positive,74.0,2011,0
Action,Space Pirates and Zombies,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",9.99,False,Very Positive,74.0,2011,0
Action,Fallout New Vegas®: Lonesome Road™,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Very Positive,57.0,2011,0
Action,The Baconing,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Mostly Positive,63.0,2011,0
Action,"Warhammer 40,000: Space Marine","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",29.99,False,Very Positive,74.0,2011,0
Strategy,Men of War: Vietnam,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud', 'Includes level editor']",7.99,False,Mixed,68.0,2011,10
Action,Hard Reset Extended Edition,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",14.99,False,Very Positive,73.0,2012,0
Action,Rock of Ages,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2011,0
Action,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,False,Very Positive,76.0,2011,0
Action,Call of Juarez®: The Cartel,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Mixed,51.0,2011,0
RPG,Sengoku,"['Single-player', 'Multi-player', 'Steam Trading Cards']",9.99,False,Mixed,70.0,2011,6
RPG,Two Worlds II - Pirates of the Flying Fortress,"['Single-player', 'Multi-player', 'Downloadable Content']",9.99,False,Very Positive,78.0,2011,6
RPG,Might & Magic: Heroes VI,,19.99,False,Mixed,77.0,2011,6
Strategy,Supreme Commander: Forged Alliance,"['Single-player', 'Multi-player']",14.99,False,Overwhelmingly Positive,81.0,2011,10
Action,The Binding of Isaac,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Overwhelmingly Positive,84.0,2011,0
Racing,Off-Road Drive,"['Single-player', 'Multi-player', 'Steam Cloud']",4.99,False,Mixed,60.0,2011,7
Strategy,Supreme Commander,"['Single-player', 'Multi-player']",14.99,False,Very Positive,86.0,2007,10
Strategy,Fate of the World: Tipping Point,"['Single-player', 'Steam Achievements', 'Steam Cloud']",18.99,False,Very Positive,70.0,2011,10
Action,Sniper: Ghost Warrior - Second Strike,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']",1.99,False,Positive,55.0,2011,0
Action,Air Conflicts: Secret Wars,"['Single-player', 'Multi-player', 'Steam Achievements']",5.99,False,Mixed,65.0,2011,0
Action,Dead Rising 2: Off the Record,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mostly Positive,66.0,2011,0
Strategy,Disciples III - Resurrection,['Single-player'],14.99,False,Mostly Negative,63.0,2011,10
Simulation,The Sims™ 3 Pets,"['Single-player', 'Downloadable Content']",19.99,False,Very Positive,79.0,2011,8
Action,Serious Sam: The Random Encounter,['Single-player'],4.99,False,Mixed,64.0,2011,0
Indie,Before the Echo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Very Positive,70.0,2011,4
Simulation,Airline Tycoon 2,['Single-player'],9.99,False,Very Negative,57.0,2011,8
Action,The Haunted: Hells Reach,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",8.99,False,Very Positive,51.0,2011,0
Action,Sonic Generations Collection,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Very Positive,77.0,2011,0
Adventure,L.A. Noire,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",19.99,False,Very Positive,83.0,2011,1
Indie,SkyDrift,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,73.0,2011,4
Strategy,Galactic Civilizations® II: Ultimate Edition,['Single-player'],19.99,False,Mostly Positive,92.0,2011,10
Action,Earth Defense Force: Insect Armageddon,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",9.99,False,Very Positive,69.0,2011,0
Action,X3: Albion Prelude,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",9.99,False,Very Positive,75.0,2011,0
Action,Trine 2: Complete Story,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",19.99,False,Overwhelmingly Positive,84.0,2013,0
Action,Fable - The Lost Chapters,['Single-player'],9.99,False,Very Positive,83.0,2011,0
Indie,Oil Rush,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,False,Mixed,67.0,2012,4
RPG,King Arthur II: The Role-Playing Wargame,"['Single-player', 'Steam Achievements']",9.99,False,Mixed,66.0,2012,6
Action,Serious Sam 2,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support', 'Includes level editor']",9.99,False,Very Positive,74.0,2005,0
RPG,Jagged Alliance - Back in Action,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",19.99,False,Mixed,62.0,2012,6
Action,Pineapple Smash Crew,['Single-player'],9.99,False,Very Positive,62.0,2012,0
Strategy,Victoria II: A House Divided,"['Single-player', 'Multi-player', 'Downloadable Content']",9.99,False,Positive,76.0,2012,10
Action,PixelJunk™ Eden,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,81.0,2012,0
RPG,Crusader Kings II,"['Single-player', 'Multi-player', 'Steam Trading Cards']",39.99,False,Very Positive,82.0,2012,6
Action,Alan Wake,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,83.0,2012,0
Action,Postal III,"['Single-player', 'Steam Achievements']",11.99,False,Mostly Negative,24.0,2011,0
RPG,Starpoint Gemini,['Single-player'],13.99,False,Mostly Negative,46.0,2012,6
Action,Rayman® Origins,"['Single-player', 'Shared/Split Screen', 'Full controller support']",19.99,False,Very Positive,86.0,2012,0
Action,Painkiller: Recurring Evil,,9.99,False,Mixed,38.0,2012,0
Action,Vessel,"['Single-player', 'Steam Achievements', 'Full controller support']",19.99,False,Very Positive,81.0,2012,0
Adventure,Stacking,"['Single-player', 'Partial Controller Support']",9.99,False,Very Positive,80.0,2012,1
Action,Wizorb,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,Mostly Positive,81.0,2012,0
Strategy,Defenders of Ardania,"['Single-player', 'Multi-player']",9.99,False,Mostly Negative,58.0,2012,10
Indie,Cubemen,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",3.99,False,Mostly Positive,74.0,2012,4
Adventure,Myst V,['Single-player'],9.99,False,Mixed,80.0,2012,1
Action,Ys: The Oath in Felghana,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Very Positive,73.0,2012,0
Adventure,Waveform,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",1.99,False,Very Positive,81.0,2012,1
Strategy,Total War: Shogun 2 - Fall of the Samurai,"['Single-player', 'Multi-player', 'Co-op']",29.99,False,Very Positive,86.0,2012,10
Simulation,Tropico 4: Modern Times,['Downloadable Content'],6.99,False,Very Positive,78.0,2012,8
Racing,Ridge Racer™ Unbounded,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Mixed,72.0,2012,7
Action,Confrontation,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Mostly Negative,51.0,2012,0
RPG,Risen 2: Dark Waters,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']",9.99,False,Mostly Positive,69.0,2012,6
Action,Binary Domain,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Very Positive,68.0,2012,0
Indie,Analogue: A Hate Story,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,62.0,2012,4
Action,Toy Soldiers,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,71.0,2012,0
Action,Serious Sam HD: The Second Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,8 user reviews,76.0,2010,0
Action,Resident Evil: Operation Raccoon City,"['Single-player', 'Multi-player', 'Co-op', 'Full controller support']",29.99,False,Mixed,48.0,2012,0
Indie,Gratuitous Tank Battles,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Mixed,69.0,2012,4
Action,Ys Origin,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Overwhelmingly Positive,76.0,2012,0
Action,Max Payne 3,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,False,Very Positive,87.0,2012,0
Indie,Splice,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Very Positive,70.0,2012,4
Action,Krater,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Mixed,52.0,2012,0
Adventure,The Dark Eye: Chains of Satinav,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Very Positive,75.0,2012,1
Action,Tom Clancy's Ghost Recon: Future Soldier™,"['Single-player', 'Multi-player', 'Co-op']",19.99,False,Mixed,71.0,2012,0
Casual,Quantum Conundrum,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",8.99,False,Very Positive,77.0,2012,2
RPG,Divine Divinity,['Single-player'],5.99,False,Very Positive,81.0,2002,6
