genres,app_name,specs,price,early_access,sentiment,metascore,publisher_encoded,app_name_encoded,title_encoded,url_encoded,developer_encoded,sentiment_encoded,genres_encoded,tags_encoded,reviews_url_encoded,specs_encoded,year
Action,Zombie Master,Multi,0.0,False,Unknown,0.0,7288,31643,29636,31960,10508,14,1,196,31958,12,2009
Action,The Maw,Single,9.99,False,Very,75.0,7222,27427,25782,3216,9654,15,1,86,3215,17,2009
Action,The Maw: River Redirect,Single,1.25,False,Unknown,0.0,7222,27429,25784,3221,9654,14,1,5,3220,17,2009
Action,The Maw: Brute Force,Single,1.25,False,3,0.0,7222,27428,25783,3220,9654,2,1,5,3219,17,2009
Casual,Obulis,Single,4.99,False,Very,0.0,4372,17924,16806,125,4640,15,5,133,125,17,2009
Indie,Space Giraffe,Single,9.99,False,Mostly,0.0,4030,24599,23129,4028,5449,10,10,131,4027,17,2009
Simulation,Codename: Panzers - Cold War,Single,14.99,False,Mixed,0.0,6755,4965,4632,32106,4578,9,15,171,32104,17,2009
Casual,Escape Rosecliff Island,Single,4.99,False,Mixed,0.0,5413,8299,7730,9080,8619,9,5,26,9079,17,2009
RPG,Guild Wars Nightfall,Multi,19.99,False,Unknown,84.0,4634,12008,11289,4987,703,14,13,136,4986,12,2006
RPG,Guild Wars,Multi,19.99,False,6,89.0,4634,12006,11292,4957,703,5,13,136,4956,12,2005
RPG,Guild Wars Factions,Multi,19.99,False,Unknown,84.0,4634,12007,11288,4976,703,14,13,100,4975,12,2006
Massively,Guild Wars Trilogy,Multi,29.99,False,Positive,0.0,4634,12009,11290,4981,703,13,11,136,4980,12,2008
Casual,Puzzle Kingdoms,Multi,14.99,False,Mixed,0.0,6588,19842,18591,2251,4552,9,5,26,2250,12,2009
Casual,Samantha Swift and the Golden Touch,Single,9.99,False,Mixed,0.0,4584,23250,21873,268,6157,9,5,26,268,17,2009
RPG,Two Worlds Epic Edition,Single,9.99,False,Mostly,65.0,7114,29281,27518,357,7551,10,13,136,357,17,2009
Strategy,Helldorado,Single,9.99,False,Mixed,65.0,919,12587,11832,340,8590,9,18,171,340,17,2009
Action,X-Blades,Single,9.99,False,Mixed,54.0,7114,31168,29184,31209,3709,9,1,5,31207,17,2009
Action,Zeno Clash,Single,9.99,False,Very,77.0,175,31566,29568,1548,196,15,1,5,1547,17,2009
Indie,The Maw: Speeder Lane,Single,1.25,False,1,0.0,7222,27430,25785,3223,9654,0,10,86,3222,17,2009
RPG,King's Bounty: The Legend,Single,6.99,False,Very,79.0,27,14322,13438,3148,29,15,13,136,3147,17,2008
Casual,Virtual Families,Single,9.99,False,Mostly,0.0,3928,30024,28115,276,5289,10,5,155,276,17,2009
Racing,Death Track®: Resurrection,Single,2.99,False,Mixed,53.0,27,6462,6041,31903,8374,9,14,139,31901,17,2009
RPG,Freedom Force vs. the Third Reich,Single,4.99,False,Very,0.0,57,10832,10180,31952,4668,15,13,136,31950,17,2005
RPG,Freedom Force,Single,4.99,False,Mixed,90.0,57,10831,10179,31951,4668,9,13,136,31949,17,2002
Indie,Light of Altair,Single,14.99,False,Positive,66.0,6026,15032,14097,8070,8030,13,10,171,8069,17,2009
Action,Darkest Hour: Europe '44-'45,Multi,0.0,False,Very,0.0,1762,6238,5833,201,2388,15,1,194,201,12,2009
Action,Prototype™,Single,19.99,False,Very,79.0,260,19729,18487,11,7452,15,1,5,11,17,2009
Adventure,Blueberry Garden,Single,4.99,False,Mostly,68.0,2286,3223,3019,4583,3097,10,2,6,4582,17,1999
Strategy,Port Royale 2,Single,4.99,False,Mixed,75.0,6588,19390,18176,177,767,9,18,171,177,17,2004
nan,Call of Cthulhu®: Dark Corners of the Earth,Single,4.99,False,Mostly,76.0,845,3902,3630,1750,4174,10,22,82,1749,17,2006
RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,Single,14.99,False,Very,94.0,845,26979,25357,1748,1091,15,13,118,1747,17,2007
RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,Single,14.99,False,Very,89.0,845,26978,25356,1743,1091,15,13,136,1742,17,2002
nan,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,Single,19.99,False,Very,94.0,845,26980,25358,31961,1092,15,22,118,31959,17,2009
Adventure,Ankh 2: Heart of Osiris,Single,4.99,False,Mixed,0.0,6588,1389,1296,174,2475,9,2,6,174,17,2007
Simulation,Armored Fist 3,Single,9.99,False,Mostly,0.0,4883,1649,1534,6743,6532,10,15,155,6742,17,1999
Simulation,MiG-29 Fulcrum,Single,9.99,False,Mostly,0.0,4883,16442,15411,6766,6532,10,15,155,6765,17,1998
Strategy,BC Kings,Single,4.99,False,Mixed,0.0,6588,2183,2045,176,5775,9,18,171,176,17,2008
Action,Call of Juarez®: Bound in Blood,Single,9.99,False,Very,78.0,7254,4081,3809,1476,9176,15,1,192,1475,17,2009
Adventure,Nancy Drew®: Legend of the Crystal Skull,Single,6.99,False,Positive,79.0,3114,17341,16255,6162,4171,13,2,6,6161,17,2007
Adventure,Nancy Drew®: The Creature of Kapu Cave,Single,6.99,False,Positive,68.0,3114,17351,16265,6191,4171,13,2,6,6190,17,2006
Adventure,Nancy Drew®: The Phantom of Venice,Single,6.99,False,Positive,69.0,3114,17356,16270,6208,4171,13,2,6,6207,17,2008
Adventure,Nancy Drew®: The White Wolf of Icicle Creek,Single,6.99,False,Positive,73.0,3114,17360,16274,6217,4171,13,2,6,6216,17,2007
Casual,BRAINPIPE: A Plunge to Unhumanity,Single,0.0,False,Very,0.0,1921,2288,2147,8947,2604,15,5,26,8946,17,2008
Simulation,Hunting Unlimited 2010,Single,9.99,False,Mostly,0.0,7344,13119,12316,197,9767,10,15,155,197,17,2009
Adventure,Tales of Monkey Island Complete Pack,Single,19.99,False,Very,79.0,6865,26389,24800,5718,9190,15,2,6,5717,17,2009
Action,Street Fighter® IV,Single,19.99,False,Mostly,91.0,1250,25474,23932,1400,1627,10,1,61,1399,17,2009
Action,Thrillville®: Off the Rails™,Single,9.99,False,Very,70.0,4095,28026,26324,24383,3590,15,1,155,24382,17,2007
Adventure,Indiana Jones® and the Fate of Atlantis™,Single,5.99,False,Very,0.0,4099,13472,12645,24001,5526,15,2,6,24000,17,1992
Action,Armed and Dangerous®,Single,5.99,False,Very,78.0,4099,1634,1521,24421,7116,15,1,5,24420,17,2003
Action,"Star Wars: Battlefront 2 (Classic, 2005)",Single,9.99,False,Very,78.0,4105,25048,23528,24304,6842,15,1,166,24303,17,2005
Adventure,Indiana Jones® and the Last Crusade™,Single,5.99,False,Mostly,0.0,4099,13473,12646,6426,5526,10,2,6,6425,17,1989
Action,LEGO® Indiana Jones™: The Original Adventures,Single,19.99,False,Mostly,78.0,4099,14585,13673,6440,9552,10,1,6,6439,17,2008
Adventure,The Secret of Monkey Island: Special Edition,Single,9.99,False,Overwhelmingly,86.0,4099,27666,25998,6461,5526,12,2,127,6460,17,2009
Strategy,Warfare,Single,12.99,False,Mostly,0.0,2755,30369,28425,8623,3682,10,18,171,8622,17,2008
Action,Clutch,Single,9.99,False,Mostly,51.0,2755,4905,4576,8633,9083,10,1,139,8632,17,2009
Adventure,Nancy Drew®: Ransom of the Seven Ships,Single,6.99,False,Mixed,78.0,3114,17343,16257,6234,4171,9,2,6,6233,17,2009
Adventure,Nancy Drew®: Ransom of the Seven Ships Demo,Single,0.0,False,3,0.0,3154,17344,16258,6242,4220,2,2,197,6241,17,2009
Sports,3D Ultra™ Minigolf Adventures,Single,9.99,False,Mostly,0.0,260,180,172,10,10064,10,17,165,10,17,2006
Adventure,King's Quest™ Collection,Single,19.99,False,Mostly,0.0,260,14332,13448,6,8279,10,2,6,6,17,2006
Action,TimeShift™,Single,19.99,False,Mostly,71.0,260,28135,26422,9,8013,10,1,5,9,17,2007
Adventure,Space Quest™ Collection,Single,19.99,False,Mostly,0.0,260,24649,23171,7,8279,10,2,6,7,17,2006
Action,Killing Floor Outbreak Character Pack,Single,7.99,False,Positive,0.0,7186,14273,13393,185,9611,13,1,5,185,17,2009
Action,Aces of the Galaxy™,Single,9.99,False,Mixed,0.0,260,701,650,8,735,9,1,5,8,17,2008
Simulation,Tropico Reloaded,Single,6.99,False,Very,0.0,3714,29156,27403,7258,7221,15,15,155,7257,17,2009
Casual,Mystery P.I. - Lost in Los Angeles,Single,4.99,False,9,0.0,5413,17142,16065,9155,8619,8,5,26,9154,17,2009
Action,Bionic Commando: Rearmed,Single,9.99,False,Mostly,86.0,1250,2870,2689,1403,1627,10,1,5,1402,17,2008
Action,Bionic Commando,Single,9.99,False,Mostly,69.0,1250,2869,2688,1402,1627,10,1,5,1401,17,2009
Action,Watchmen: The End is Nigh Part 2,Single,4.99,False,Mixed,44.0,7520,30593,28644,1041,2459,9,1,5,1040,17,2009
Action,Foreign Legion: Buckets of Blood,Single,4.99,False,Mixed,0.0,6028,10556,9918,9081,8031,9,1,5,9080,17,2009
Adventure,STAR WARS™ - Knights of the Old Republic™,Single,9.99,False,Very,0.0,4096,23012,21645,6468,1153,15,2,136,6467,17,2003
Indie,Osmos,Single,9.99,False,Very,80.0,3148,18326,17184,4592,4214,15,10,86,4591,17,2009
RPG,Fallout 2: A Post Nuclear Role Playing Game,Single,9.99,False,Very,86.0,845,9135,8533,10775,1201,15,13,136,10774,17,1998
Strategy,Fallout Tactics: Brotherhood of Steel,Single,9.99,False,Very,82.0,845,9160,8557,10784,23,15,18,129,10783,17,2001
Action,Kingpin — Life of Crime,Single,9.99,False,Very,0.0,3465,14361,13475,10797,10320,15,1,5,10796,17,1999
nan,Sacrifice,Single,9.99,False,Very,89.0,3465,23137,21763,10806,8251,15,22,171,10805,17,2000
Action,Mini Ninjas Demo,Single,0.0,False,Positive,0.0,5994,16626,15585,8456,4409,13,1,197,8455,17,2009
Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Single,19.99,False,Positive,0.0,6865,26390,24801,5722,9190,13,2,6,5721,17,2009
Casual,Jewel Quest Pack,Single,19.99,False,Positive,0.0,7986,13938,13082,10505,10683,13,5,26,10504,17,2009
Casual,Mahjong Quest Collection,Single,9.99,False,Positive,0.0,7986,15897,14909,10522,10683,13,5,26,10521,17,2009
Adventure,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Single,4.99,False,Very,84.0,6278,28106,26395,10099,8353,15,2,127,10098,17,2009
Action,Tom Clancy's Splinter Cell Chaos Theory®,Single,9.99,False,Very,92.0,7254,28283,26563,218,9706,15,1,167,218,17,2005
Action,Crash Time 2,Single,9.99,False,Mixed,0.0,4372,5389,5028,133,9767,9,1,139,133,17,2009
Strategy,XIII Century – Gold Edition,Single,4.99,False,Mixed,0.0,27,31282,29298,8026,9751,9,18,171,8025,17,2009
Simulation,World of Zoo,Single,14.99,False,Mostly,0.0,6755,31092,29113,13942,1293,10,15,155,13941,17,2009
Simulation,18 Wheels of Steel: Extreme Trucker,Single,9.99,False,Mixed,0.0,7344,95,90,7388,9767,9,15,155,7387,17,2009
Action,Mini Ninjas,Single,9.99,False,Very,74.0,6488,16625,15584,8428,4409,15,1,6,8427,17,2009
Casual,Freeze Tag Fun Pack #2,Single,19.99,False,Unknown,0.0,2622,10853,10199,11520,3560,14,5,197,11519,17,2009
Casual,Freeze Tag Fun Pack #1,Single,19.99,False,Unknown,0.0,2622,10852,10198,11518,3559,14,5,197,11517,17,1999
Adventure,Windosill,Single,2.99,False,Very,0.0,7364,30877,28910,10215,9870,15,2,26,10214,17,2009
Simulation,Train Simulator: Colton & Northern Route Add-On,Single,24.99,False,Mixed,0.0,2019,28673,26933,2343,475,9,15,155,2342,17,2009
Adventure,Midnight Mysteries,Single,9.99,False,Mostly,0.0,4584,16507,15474,6337,6157,10,2,6,6336,17,2009
Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Single,19.99,False,Positive,0.0,6865,26391,24802,5728,9190,13,2,6,5727,17,2009
Action,Joint Operations: Combined Arms Gold,Single,19.99,False,Very,0.0,4883,13967,13109,6786,6532,15,1,5,6785,17,2009
Simulation,Train Simulator: US Loco & Asset Pack,Single,17.99,False,Positive,0.0,2019,28886,27146,819,2724,13,15,155,818,17,2009
Simulation,DinerTown Tycoon,Single,9.99,False,Mixed,0.0,5336,6911,6460,10029,7134,9,15,26,10028,17,2009
Simulation,Train Simulator: European Loco & Asset Pack,Single,19.99,False,Very,0.0,2019,28724,26984,814,2724,15,15,155,813,17,2009
RPG,Risen,Single,9.99,False,Very,77.0,1828,21129,19798,12086,7042,15,13,136,12085,17,2009
Casual,Flora's Fruit Farm,Single,3.99,False,Mostly,0.0,6488,10448,9813,8468,4295,10,5,26,8467,17,2009
Strategy,Empire: Total War™ - The Warpath Campaign,Single,9.99,False,Mostly,0.0,5958,8090,7534,52,9246,10,18,171,52,17,2009
Adventure,Machinarium,Single,9.99,False,Overwhelmingly,85.0,398,15618,14643,12375,513,12,2,127,12374,17,2009
Action,Medal of Honor: Airborne,Single,9.99,False,Mostly,78.0,2199,16263,15249,2616,2858,10,1,5,2615,17,2007
Racing,Need for Speed: Shift,Single,19.99,False,Mostly,83.0,2199,17466,16376,2628,8412,10,14,139,2627,17,2009
RPG,Torchlight,Single,14.99,False,Very,83.0,5919,28370,26644,12903,7898,15,13,136,12902,17,2009
Strategy,Command & Conquer: Red Alert 3 - Uprising,Single,19.99,False,Very,0.0,2199,5091,4747,2604,2858,15,18,171,2603,17,2009
Strategy,The Stronghold Collection,Single,19.99,False,Very,0.0,2495,27762,26088,31975,3390,15,18,171,31973,17,2009
Strategy,East India Company: Privateer,Single,4.99,False,1,63.0,4822,7875,7343,13722,6456,0,18,171,13721,17,2009
Action,Painkiller: Resurrection,Single,9.99,False,Mostly,38.0,6755,18609,17452,11643,4289,10,1,5,11642,17,2009
RPG,SpellForce 2 - Anniversary Edition,Single,14.99,False,Mostly,80.0,6755,24781,23282,11635,6987,10,13,171,11634,17,2009
Adventure,Secret Files: Tunguska,Single,9.99,False,Very,0.0,1828,23473,22086,12113,586,15,2,6,12112,17,2009
Strategy,Rush for Berlin Gold,Single,4.99,False,Very,76.0,1828,22827,21466,12104,8783,15,18,171,12103,17,2009
Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Single,19.99,False,Mixed,0.0,6865,26392,24803,5736,9190,9,2,6,5735,17,2009
Strategy,Men of War: Red Tide,Single,4.99,False,Very,77.0,28,16366,15343,5789,29,15,18,171,5788,17,2009
Action,Hammerfight,Single,4.99,False,Very,0.0,3844,12311,11572,12639,5157,15,1,5,12638,17,2009
Action,SpellForce - Platinum Edition,Single,9.99,False,Very,74.0,6755,24780,23281,11625,6986,15,1,136,11624,17,2009
Strategy,Massive Assault: Phantom Renaissance,Single,9.99,False,9,0.0,7516,16143,15140,8161,10080,8,18,171,8160,17,2005
Strategy,Massive Assault,Single,9.99,False,9,77.0,4304,16142,15139,8152,10080,8,18,171,8151,17,2003
nan,Nancy Drew® Dossier: Resorting to Danger!,Single,6.99,False,Mostly,77.0,3114,17332,16246,13373,4171,10,22,80,13372,17,2009
Action,Serious Sam HD: The First Encounter,Single,14.99,False,Very,68.0,1880,23599,22210,12581,2133,15,1,57,12580,17,2009
Adventure,Secret Files 2: Puritas Cordis,Single,9.99,False,Mostly,64.0,1828,23470,22083,12120,586,10,2,6,12119,17,2009
RPG,Dragon Age: Origins,Single,19.99,False,Very,91.0,2199,7295,6812,310,1151,15,13,136,310,17,2009
Action,Aztaka,Single,4.99,False,Mostly,0.0,1398,2140,2004,9887,1839,10,1,136,9886,17,2009
Indie,Magnetis,Single,1.99,False,Mostly,0.0,7761,15877,14891,10157,10411,10,10,86,10156,17,2009
Strategy,For The Glory: A Europa Universalis Game,Single,9.99,False,Mostly,0.0,5139,10546,9908,13729,2159,10,18,171,13728,17,2009
Action,Call of Duty®: Modern Warfare® 2,Single,19.99,False,Very,86.0,262,4069,3797,12,4559,15,1,5,12,17,2009
Adventure,LEGO® Star Wars™ - The Complete Saga,Single,19.99,False,Very,77.0,4100,14608,13696,6512,9553,15,2,91,6511,17,2009
RPG,Overlord™,Single,4.99,False,Very,81.0,1453,18422,17275,134,9618,15,13,136,134,17,2007
RPG,Overlord™: Raising Hell,Single,9.99,False,Very,0.0,1453,18423,17276,198,9618,15,13,136,198,17,2008
Strategy,Command & Conquer 3: Tiberium Wars,Single,14.99,False,Very,85.0,2199,5088,4744,2601,2858,15,18,171,2600,17,2007
Indie,Yumsters 2: Around the World,Single,4.99,False,7,0.0,3844,31461,29467,4563,5179,6,10,26,4562,17,2008
Strategy,Command & Conquer 3: Kane's Wrath,Single,19.99,False,Very,77.0,2199,5087,4743,2605,2858,15,18,171,2604,17,2009
Indie,Gratuitous Space Battles,Single,14.99,False,Very,72.0,5420,11806,11102,13092,7228,15,10,171,13091,17,2009
Simulation,Wings of Prey,Single,9.99,False,Mixed,78.0,2741,30897,28928,15384,3709,9,15,155,15383,17,2009
Action,The Bard's Tale,Single,9.99,False,Very,70.0,7997,26742,25135,13145,10700,15,1,136,13144,17,2005
Action,Defence Alliance 2,Single,0.0,False,Mostly,0.0,7186,6532,6107,8690,2494,10,1,108,8689,17,2009
Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Single,19.99,False,Mixed,65.0,4097,23013,21646,6501,5527,9,1,5,6500,17,2009
nan,Europa Universalis III: Heir to the Throne,Single,9.99,False,Positive,86.0,5139,8430,7853,2984,6870,13,22,197,2983,17,2009
RPG,Fallout 3: Game of the Year Edition,Single,19.99,False,Very,91.0,845,9142,8540,1766,1091,15,13,118,1765,17,2009
Strategy,Gratuitous Space Battles: The Tribe,Single,5.99,False,1,0.0,5420,11814,11110,13094,7228,0,18,171,13093,17,2009
Simulation,Build-A-Lot,Single,9.99,False,Positive,0.0,7986,3621,3378,10554,4262,13,15,155,10553,17,2007
Simulation,Build-A-Lot 2: Town of the Year,Single,9.99,False,2,0.0,7986,3622,3379,10560,4262,1,15,155,10559,17,2008
Simulation,Build-A-Lot 3: Passport to Europe,Single,9.99,False,2,0.0,7986,3623,3380,10570,4262,1,15,155,10569,17,2009
Casual,Coconut Queen,Single,9.99,False,8,0.0,7986,4952,4619,10546,10683,7,5,26,10545,17,2009
Casual,Roogoo,Single,1.99,False,Mostly,72.0,6426,22698,21350,10642,8603,10,5,26,10641,17,2009
Action,Devil May Cry 4,Single,19.99,False,Very,78.0,1250,6819,6376,15618,1627,15,1,5,15617,17,2008
Action,Avencast: Rise of the Mage,Single,9.99,False,Mixed,68.0,4372,2000,1867,16101,1872,9,1,136,16100,17,2010
Simulation,Build-A-Lot 4: Power Source,Single,9.99,False,6,0.0,7986,3624,3381,10576,4262,5,15,155,10575,17,2009
Action,"Pirates, Vikings, and Knights II",Multi,0.0,False,Very,0.0,4947,19037,17850,319,6617,15,1,66,319,12,2010
Casual,Farm Frenzy 2,Single,4.99,False,Positive,0.0,7986,10043,9432,10594,400,13,5,26,10593,17,2008
Casual,Farm Frenzy 3: American Pie,Single,9.99,False,1,0.0,7986,10045,9434,10601,400,0,5,26,10600,17,2010
Casual,Farm Frenzy 3,Single,9.99,False,5,0.0,7986,10044,9433,10599,400,4,5,26,10598,17,2009
Casual,Farm Frenzy,Single,4.99,False,Positive,0.0,7986,10042,9431,10587,400,13,5,26,10586,17,2007
Casual,Farm Frenzy: Pizza Party,Single,4.99,False,7,0.0,7986,10050,9439,10598,400,6,5,26,10597,17,2009
Casual,Cake Mania Main Street™,Single,6.99,False,Mostly,0.0,6045,3887,3617,9285,8057,10,5,26,9284,17,2010
Strategy,Westward® IV: All Aboard,Single,6.99,False,Positive,0.0,6045,30698,28739,9292,8057,13,18,171,9291,17,2010
Adventure,Iron Roses,Single,6.99,False,5,0.0,6045,13722,12882,9296,1695,4,2,6,9295,17,2010
Strategy,UFO: Extraterrestrials Gold,Single,9.99,False,Mostly,68.0,4635,29344,27581,9839,1737,10,18,171,9838,17,2010
Adventure,LEGO® Indiana Jones™ 2: The Adventure Continues,Single,19.99,False,Mostly,66.0,4099,14584,13672,6518,9552,10,2,6,6517,17,2010
Sports,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,Single,0.0,False,4,57.0,5955,29837,27955,7701,3126,3,17,165,7700,17,2010
Action,Super Laser  Racer,Single,4.99,False,Very,0.0,4742,25688,24132,14665,6366,15,1,139,14664,17,2010
Strategy,Hearts of Iron III: Soviet Infantry Pack DLC,Multi,0.99,False,Unknown,0.0,5139,12495,11743,3190,6870,14,18,171,3189,12,2010
Action,NecroVisioN: Lost Company,Single,6.99,False,Mostly,0.0,27,17455,16365,15974,9258,10,1,5,15973,17,2010
Casual,Cradle of Persia,Single,9.99,False,6,0.0,7986,5359,5000,10620,862,5,5,26,10619,17,2007
Action,Aliens vs. Predator Swarm Map Pack,Single,7.49,False,Mostly,0.0,5955,1127,1054,56,7561,10,1,5,56,17,2010
Action,Serious Sam Classic: The First Encounter,Single,9.99,False,Overwhelmingly,87.0,1880,23594,22205,12608,2133,12,1,5,12607,17,2001
Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,Single,19.99,False,8,0.0,2019,28730,26990,2350,475,7,15,155,2349,17,2010
Action,Mount & Blade: Warband,Single,19.99,False,Overwhelmingly,78.0,6778,16920,15860,17110,9060,12,1,104,17109,17,2010
Action,Coniclysm,Single,4.99,False,Mixed,0.0,7842,5185,4839,11865,10513,9,1,5,11864,17,2010
Action,Plain Sight,Multi,4.99,False,Mixed,76.0,796,19195,18000,17882,1013,9,1,5,17881,12,2010
Action,Lead and Gold: Gangs of the Wild West,Multi,9.99,False,Mostly,70.0,2446,14812,13891,13307,3323,10,1,192,13306,12,2010
Action,Grand Theft Auto: Episodes from Liberty City,Single,19.99,False,Mostly,0.0,5858,11791,11088,164,7809,10,1,118,164,17,2010
Action,Dark Void™ Zero,Single,4.99,False,Mixed,0.0,1250,6219,5815,15650,6756,9,1,5,15649,17,2010
Indie,Fortix,Single,0.99,False,Very,0.0,4695,10622,9978,15445,6303,15,10,86,15444,17,2010
Action,Beat Hazard,Single,9.99,False,Overwhelmingly,70.0,1469,2705,2535,17672,1934,12,1,111,17671,17,2010
Adventure,Sam & Max: The Devil’s Playhouse,Single,19.99,False,Very,0.0,6865,23245,21868,31967,9190,15,2,6,31965,17,2010
Simulation,M.U.D. TV,Single,9.99,False,Mostly,53.0,3714,15445,14478,14210,7555,10,15,155,14209,17,2010
Simulation,Wings of Luftwaffe Add-on,Single,4.99,False,Mostly,0.0,2741,30896,28927,15386,3709,10,15,155,15385,17,2010
Adventure,The Misadventures of P.B. Winterbottom,Single,4.99,False,Very,79.0,66,27461,25813,12531,9292,15,2,86,12530,17,2010
Action,AquaNox 2: Revelation,Single,4.99,False,Mostly,59.0,6755,1530,1431,11688,9021,10,1,5,11687,17,2003
Action,AquaNox,Single,4.99,False,Mostly,67.0,6755,1529,1430,11683,9021,10,1,5,11682,17,2001
Casual,Fluttabyes,Single,1.99,False,Mixed,0.0,5675,10470,9835,2069,7575,9,5,86,2068,17,2010
Casual,Hidden Expedition: Titanic,Single,9.99,False,4,0.0,857,12736,11976,18474,1114,3,5,26,18473,17,2006
Casual,Hidden Expedition: Amazon,Single,9.99,False,9,0.0,857,12731,11971,18460,1114,8,5,26,18459,17,2008
Strategy,Napoleon: Total War™ - Coalition Battle Pack,Downloadable,2.99,False,Positive,0.0,5957,17381,16294,7697,9245,13,18,171,7696,4,2010
Casual,Fitness Dash™,Single,6.99,False,4,0.0,5336,10351,9722,10056,8067,3,5,26,10055,17,2008
Casual,Gemini Lost™,Single,6.99,False,9,0.0,5336,11373,10699,10092,7134,8,5,26,10091,17,2009
Casual,DinerTown Detective Agency™,Single,6.99,False,Mostly,0.0,5336,6910,6459,10033,278,10,5,80,10032,17,2009
Casual,Mahjong Roadshow™,Single,6.99,False,5,0.0,5336,15898,14910,10070,7134,4,5,197,10069,17,2007
